racerId,driverId,predicted_final_position
1007,1,15.72
1030,807,15.19
1014,846,6.12
1018,8,2.25
1033,849,2.08
1039,842,13.62
1001,822,20.34
1058,20,9.0
1070,4,16.94
1034,1,13.11
1036,20,4.57
1027,848,12.26
1077,815,16.43
1015,817,5.08
1017,846,6.07
1109,815,12.37
1002,8,6.47
1047,841,24.64
1017,20,5.59
1029,841,22.46
1000,815,13.85
1046,844,12.8
1096,840,13.75
1065,20,15.45
1031,1,15.29
1026,822,14.55
1106,4,14.42
1009,832,17.77
1030,826,16.0
1019,830,16.45
1093,815,12.99
1105,846,6.49
1027,832,18.45
1034,830,15.68
1072,20,7.39
1092,815,16.48
1093,854,16.78
1037,822,15.33
1092,4,15.64
1006,1,15.3
1098,815,16.21
1032,1,13.64
1035,848,15.36
1067,841,25.45
1101,847,22.17
1003,8,4.3
1026,815,12.68
1018,8,3.18
1071,844,9.52
1088,847,17.57
1070,8,2.92
1042,20,5.63
1006,842,13.49
1010,807,17.69
1010,826,17.42
1041,807,16.61
1092,830,12.63
1063,4,12.15
1079,848,17.57
1085,1,16.2
998,842,13.25
1039,830,15.6
1030,9,24.24
1088,854,15.27
1040,8,3.38
1024,8,6.64
1007,815,14.16
1030,830,17.07
1073,839,17.26
1062,832,17.81
1002,840,15.57
1003,815,16.05
1045,825,15.97
1064,822,17.69
1098,4,17.11
1086,1,16.46
1025,20,6.94
1001,8,3.38
1069,822,19.09
1085,817,4.95
1037,830,13.55
1040,822,14.42
1008,815,17.59
1104,4,14.41
1082,854,16.77
1069,842,12.44
1054,20,6.72
1010,826,17.42
1010,815,13.32
1025,8,4.94
1021,1,14.34
1020,9,24.57
1000,842,10.29
1028,825,16.98
1085,815,16.53
1020,844,15.06
1106,856,16.62
1043,154,13.75
1056,830,13.34
1056,842,9.87
1083,817,5.72
1101,4,15.82
1087,817,5.06
1023,826,17.31
1015,1,15.82
1008,828,4.54
1032,825,17.78
1079,815,16.71
1032,154,14.16
1029,840,15.78
1079,830,12.85
1041,825,14.68
1010,807,17.69
1058,817,5.18
1051,1,14.23
1066,20,9.29
1089,830,10.94
1051,20,5.67
1030,846,6.82
1105,4,17.03
1016,830,16.81
1010,8,2.44
1064,847,19.94
1099,852,17.08
1010,8,4.48
1015,832,17.11
1107,4,16.42
1035,20,9.04
1024,846,5.77
1070,830,15.49
1057,852,14.07
1014,822,18.5
1054,822,20.31
1012,8,3.49
1109,1,15.36
1020,848,15.74
1105,807,16.93
1045,825,15.97
1005,8,5.12
1091,842,10.77
1069,4,17.61
1044,817,4.98
1036,842,12.27
1016,822,16.44
1047,20,7.0
1098,825,16.89
1072,4,19.13
1026,8,3.18
1039,8,7.62
1093,832,14.27
1060,1,14.99
1051,822,20.96
1101,807,17.81
1016,840,15.36
1072,1,14.71
1098,822,24.44
1077,854,19.45
1061,1,14.12
1082,817,4.76
1046,826,12.95
1043,817,4.94
1093,1,15.98
1008,830,17.76
1032,817,5.12
1009,4,16.64
997,842,12.93
1056,852,16.92
1013,822,17.39
1044,822,21.89
1054,822,20.31
1020,815,13.67
1063,1,14.39
1062,8,2.19
1084,832,18.4
1014,1,13.16
1034,839,17.06
998,842,13.25
1040,8,2.2
1095,847,15.28
1076,822,25.18
1058,8,4.58
1012,815,12.2
1062,815,14.13
1061,815,13.39
1026,20,9.23
1094,855,15.38
1037,822,15.33
1038,832,15.9
1020,1,14.37
1040,844,14.19
1025,815,13.81
1080,815,16.61
1003,20,5.67
1100,840,12.8
1028,817,5.42
1087,832,15.34
1033,832,18.29
1108,844,8.44
1031,841,28.67
1014,826,15.98
1072,8,7.61
1014,842,9.84
1088,4,19.95
1110,842,12.09
1085,1,16.2
1009,807,16.52
1028,840,15.56
1017,846,6.07
1041,807,16.61
1011,20,6.05
1105,822,22.42
1008,4,20.19
1007,822,18.38
1001,817,5.0
1055,1,12.96
1021,825,16.5
1093,20,6.07
1034,1,13.11
1057,20,11.55
1070,1,16.25
1106,4,16.35
1080,844,9.15
1053,830,12.9
1032,840,15.22
1029,1,16.85
1012,825,17.7
1043,841,27.47
1084,4,16.32
1078,852,14.64
1109,4,16.45
1071,8,4.54
1073,20,7.33
1001,828,6.17
1078,832,15.29
1093,839,35.1
1033,826,17.71
1089,1,17.16
1009,817,6.98
1047,839,18.57
1012,1,14.36
1007,840,15.41
1008,832,18.28
1012,830,14.73
1085,847,17.02
1053,817,4.9
1106,844,13.91
1028,815,13.65
1000,822,17.63
1006,817,6.12
1006,830,18.05
1009,4,16.64
1093,849,2.45
1023,8,4.07
1057,822,21.38
1023,822,16.43
1002,8,6.47
1057,8,3.02
1053,4,16.83
997,817,4.86
1065,9,24.75
1022,817,4.98
1069,832,17.7
1017,1,14.2
1024,825,13.17
1107,1,16.55
1069,4,16.58
1029,807,14.35
1094,844,10.44
1044,154,13.72
1086,830,12.21
1003,839,17.53
998,4,17.32
1004,822,16.43
1008,20,7.13
1079,4,18.09
1065,842,7.57
1028,832,19.36
1083,844,9.45
1041,815,12.66
1057,822,21.38
1069,8,2.39
1109,842,12.98
1000,8,3.98
1080,849,2.26
999,832,17.04
1091,848,17.78
1004,807,14.63
1099,839,16.74
1104,4,16.27
1041,1,14.44
1015,830,14.46
1045,815,16.08
1055,20,6.81
1014,840,16.51
1082,817,4.76
1066,8,4.13
1066,1,14.78
1076,822,25.18
1027,822,18.71
1045,8,2.93
1054,817,5.23
1091,815,16.03
1075,4,16.25
1067,832,17.52
1093,847,17.78
1101,4,15.82
1059,1,14.8
999,815,13.57
1000,4,19.62
1041,20,6.59
1053,842,7.87
1020,817,5.2
1087,849,2.05
1005,815,13.49
1088,817,5.34
1075,839,14.43
1014,154,13.64
1009,8,4.39
1026,847,18.47
1026,9,40.71
1019,807,16.6
1082,1,14.97
1003,4,16.76
1040,847,20.21
1073,846,8.99
1027,830,17.27
1110,815,15.42
1089,855,15.55
1060,817,4.43
1040,815,16.99
1093,844,13.47
1060,822,16.7
1104,846,5.63
1019,822,16.25
1060,8,2.76
1019,832,19.71
1084,832,18.4
1059,839,18.59
1042,830,15.7
1053,4,16.83
1105,840,12.7
1036,815,17.09
1016,154,13.68
1013,817,5.16
1074,839,19.59
1073,853,6.97
1051,4,16.09
1061,822,16.93
1069,815,16.66
1093,4,16.67
1026,826,16.06
1076,1,15.03
1079,825,16.93
1033,8,2.86
1045,817,5.46
1092,1,15.33
1106,4,15.18
1093,4,16.67
1024,830,15.92
1078,842,11.31
1081,815,16.12
1007,1,15.72
1057,8,4.83
1064,20,15.02
1094,817,5.27
1067,839,19.23
1061,832,18.68
1041,832,19.14
1060,817,4.43
1052,4,16.33
1009,842,13.77
1082,4,11.38
1035,849,2.08
1031,825,17.72
1012,841,30.34
1024,840,12.92
1087,830,11.19
1079,844,12.48
1066,822,18.91
1081,844,13.58
1099,4,15.69
1107,1,16.55
1007,830,15.58
1004,817,3.79
997,822,19.84
1079,817,6.5
1091,4,9.93
1078,840,10.54
1016,1,13.08
1004,20,6.23
1052,839,20.18
1013,1,15.03
1004,1,14.15
1080,1,16.14
1015,830,14.46
1061,8,2.75
1020,8,4.29
1000,815,13.85
1011,822,20.77
1016,817,5.62
1087,839,18.69
1020,20,16.51
1011,830,14.77
1007,4,12.73
1064,4,20.04
1072,817,6.1
1064,4,16.9
1018,817,7.15
1023,1,15.01
1095,822,20.38
1031,817,5.34
1034,832,16.53
1100,4,16.79
1045,826,16.22
1099,4,12.02
1109,830,12.73
1038,154,18.84
1053,1,15.31
1010,844,8.99
1093,842,12.53
1012,832,21.16
1095,832,18.1
1029,822,20.15
1065,1,16.05
1027,840,15.84
1106,832,20.67
1004,822,16.43
1093,822,20.17
1046,849,2.4
1047,830,15.21
1023,822,16.43
1002,8,5.22
1001,825,14.72
1045,815,16.08
1030,1,14.46
1064,1,15.96
1011,8,2.61
1069,839,17.08
1079,815,16.71
1056,840,16.86
1031,1,15.29
1005,8,7.33
1033,832,18.29
1012,822,20.49
1013,841,29.63
1005,1,14.16
1023,840,15.51
1006,20,5.69
1069,20,6.0
1042,20,1.76
1023,846,6.13
1031,832,18.39
1024,815,14.23
1061,8,4.91
1106,848,15.21
1085,825,16.54
1085,842,12.96
1073,4,16.54
1004,815,14.3
1043,822,16.53
1058,4,15.24
1044,840,12.33
1000,825,16.46
1033,825,13.58
1098,855,18.2
1010,20,5.75
1009,842,13.77
1061,822,16.93
1040,817,4.8
1005,815,13.49
1073,832,17.2
1014,846,6.12
1089,20,7.01
1019,817,3.59
1088,825,13.99
1099,1,17.84
1022,154,12.44
1077,817,5.03
1011,8,4.05
1096,830,12.46
1069,822,19.09
1007,807,15.51
1005,822,16.42
1078,815,17.19
1022,830,15.92
1080,846,6.41
1016,1,13.07
1022,807,16.15
1021,825,16.5
1036,8,2.3
1047,817,4.08
1009,807,16.52
1022,825,16.42
1080,830,12.11
1047,815,13.7
1053,1,15.31
1069,8,5.3
998,4,17.42
1084,815,16.01
1039,825,16.59
1020,842,8.37
1085,815,16.53
1007,817,7.4
1064,817,4.87
1064,20,6.85
1056,8,2.29
1020,8,3.03
1017,822,16.16
1065,4,16.25
1070,815,16.92
1001,822,20.34
998,8,6.61
1034,817,3.11
1107,839,20.67
1013,848,17.76
1054,822,20.31
1013,1,15.03
1060,1,14.99
1096,1,15.75
1013,822,17.39
1026,832,17.64
1055,1,12.96
1002,828,7.47
1042,822,16.59
1020,817,5.2
1029,844,16.03
1062,852,15.67
1041,847,23.41
1014,8,2.23
1011,815,12.84
1017,815,13.58
997,4,18.01
1009,843,16.51
1087,817,5.06
1000,807,16.0
1077,4,16.49
1011,832,18.15
1027,1,14.81
1045,8,5.52
1109,830,12.73
1004,822,16.43
1003,815,16.05
1089,20,7.01
997,817,7.45
1012,825,17.7
1010,154,13.32
1064,822,17.69
1015,822,17.28
1039,815,15.19
1001,20,13.11
1015,20,4.37
1107,832,15.6
1005,807,16.8
1016,1,14.21
1061,852,15.95
1083,842,12.64
1087,20,6.07
1081,825,17.09
1083,832,14.61
1020,20,4.88
1039,817,4.45
1034,807,18.05
1002,1,14.62
1095,817,6.1
1023,807,14.53
1079,846,5.97
1025,844,9.34
1058,8,2.29
1018,154,13.06
1030,817,5.8
1056,20,4.1
1081,846,5.83
1084,846,5.35
1009,844,12.7
1058,4,16.94
1094,4,20.77
1004,842,13.67
1073,822,17.89
1081,830,11.65
1036,817,5.01
1032,839,18.48
1033,8,6.25
1011,154,13.23
1075,822,22.2
1081,815,16.12
1110,855,16.92
1066,815,13.83
1074,807,15.44
1006,844,14.87
1009,832,17.77
1078,839,21.75
1039,8,2.89
1054,830,15.72
1028,8,5.56
997,1,15.42
1005,815,13.49
1074,1,15.44
1077,852,16.13
1067,844,9.3
1039,839,18.3
1082,4,11.38
1054,817,5.23
1015,822,17.28
1047,844,15.76
1013,847,22.45
1039,817,4.45
1001,8,2.79
1062,1,16.59
1063,20,6.13
1074,830,11.97
1095,1,16.25
1028,842,12.33
1046,844,12.8
1019,830,16.45
1029,815,14.69
1004,830,19.26
1016,825,11.41
1008,20,7.05
1024,832,18.09
1075,844,9.52
1012,1,13.73
1040,815,16.99
1008,822,18.0
1095,815,12.42
1100,4,16.79
1041,839,18.59
1107,4,16.42
1002,20,6.3
1024,848,12.52
1079,848,17.57
1027,807,15.44
1001,815,16.23
1003,807,14.67
1007,4,15.74
997,1,15.06
1075,4,11.87
1003,8,4.3
1088,830,13.16
1031,825,17.72
1025,847,19.16
1018,1,17.2
1041,20,6.59
1029,815,14.69
1086,830,12.21
1072,815,15.9
1030,807,15.19
1088,1,16.26
1016,822,16.44
997,828,6.92
1003,8,6.58
1086,815,14.07
1082,822,21.62
1096,20,5.66
1047,826,15.82
1013,847,22.45
1027,826,15.06
1110,1,15.57
1063,8,3.69
1109,815,12.37
1060,20,6.46
1023,817,4.54
1021,817,5.35
1051,839,18.09
1102,830,11.26
1041,1,14.44
1085,4,16.05
1042,840,16.27
1022,832,18.19
1085,822,22.25
1011,841,30.24
1027,817,6.0
1072,852,15.49
1078,847,21.37
1037,1,12.56
1012,815,12.2
1051,8,2.74
1000,8,5.85
1059,842,9.86
1099,822,26.02
1002,825,17.34
1047,817,4.08
1042,8,4.35
1043,1,14.06
1047,1,15.35
1081,815,16.12
1015,1,13.27
1091,842,10.77
1021,1,14.34
1018,807,16.97
1025,1,14.36
1056,20,3.62
1092,20,6.01
1051,4,14.87
1035,830,13.57
1031,8,3.75
1057,815,15.64
1094,817,5.27
1036,817,5.01
1062,846,6.07
1106,4,14.42
1021,825,16.5
1044,822,21.89
1041,815,12.66
1092,1,15.33
1063,839,17.25
1083,20,6.24
1099,839,16.74
1082,817,4.76
1046,8,2.32
1017,1,12.98
1057,830,14.36
1047,849,2.35
1010,822,17.67
1043,830,16.66
1019,815,14.23
1093,830,12.33
1109,852,16.3
1039,817,4.45
1046,815,16.72
1091,830,11.89
1023,840,15.52
1009,807,16.52
1023,825,17.02
1015,840,16.19
1030,1,14.46
1032,847,22.28
1003,4,16.76
1060,839,17.59
1067,4,12.96
1052,830,16.36
1003,817,5.45
1088,815,17.14
1004,4,16.98
1025,817,5.24
1021,20,4.64
1039,846,5.86
1055,832,15.93
1081,20,4.75
1066,20,9.29
1001,1,14.8
1034,847,21.73
1032,848,12.66
1013,817,5.16
1022,807,16.15
1095,825,16.33
1094,1,16.24
1047,8,3.63
1031,847,22.14
1015,20,4.37
1015,8,4.26
1059,4,15.17
1053,844,9.34
1037,8,2.82
1073,841,26.38
1007,8,3.25
1047,1,15.35
1096,855,15.9
1083,839,18.78
1033,817,5.23
1091,817,5.02
1104,807,17.26
1095,848,16.26
1047,817,4.08
1102,807,16.16
1060,4,20.71
1016,832,21.57
1010,815,13.32
1079,4,18.88
1072,817,6.1
1067,822,14.46
1008,817,5.6
1031,844,11.01
1106,4,16.35
1018,8,2.25
1091,1,14.41
1061,822,16.93
1053,815,12.16
1094,847,16.7
1002,807,18.26
1086,849,2.1
998,817,4.61
1084,822,42.33
1030,848,12.32
1021,830,17.29
1058,817,5.18
1060,1,11.8
1029,8,3.57
1005,822,16.42
1109,807,17.01
1010,846,7.7
1067,840,13.51
999,807,15.54
1080,844,9.15
1037,8,2.82
1041,1,14.44
1098,1,16.53
1106,832,20.67
1039,848,13.05
1032,822,21.23
1004,844,10.98
1001,832,19.25
1024,8,6.64
1059,815,16.6
1006,840,15.38
1067,815,15.46
1089,825,16.32
1080,846,6.41
1064,832,18.87
1107,4,12.93
1002,8,6.7
1055,839,15.64
1022,8,2.25
1034,20,5.9
1072,822,17.42
999,822,16.63
1003,815,16.05
1042,844,9.01
1040,822,14.42
1033,154,14.03
1014,822,18.5
1017,825,16.83
1108,847,16.6
1014,826,15.98
1000,8,5.99
1099,847,16.34
1053,815,12.16
1104,830,12.88
1093,844,13.47
1066,1,15.6
1006,817,6.12
1104,839,12.98
1088,840,13.07
1045,840,15.72
1055,4,16.64
1003,822,16.63
1086,847,16.58
1062,842,4.22
1078,825,18.54
1026,830,18.16
1072,4,16.44
1095,20,6.85
1031,825,17.72
1074,817,5.29
1036,8,2.3
1010,1,15.81
1027,825,16.23
1051,839,18.09
1094,848,17.15
1060,4,16.87
1011,1,13.16
1057,815,15.64
1036,817,5.01
1088,842,12.82
1086,832,16.61
1022,830,15.92
1077,825,14.87
1073,839,17.26
1095,844,9.28
1074,822,21.22
1008,807,16.04
1011,8,2.61
1065,839,19.28
1095,4,17.53
1059,852,18.5
1099,852,17.08
1032,8,4.05
1002,1,14.16
1086,20,5.63
1104,847,18.16
1023,822,16.43
1033,154,14.03
1022,815,14.53
1039,825,16.59
1104,815,13.42
1044,825,16.63
1055,844,8.91
1087,1,14.94
1006,807,15.48
1035,832,21.25
1015,8,4.61
1046,817,4.76
1031,847,22.14
1058,1,15.29
1088,830,13.16
999,838,5.53
1092,1,15.33
1092,815,16.48
1079,847,16.01
1041,20,6.59
1043,8,4.12
1005,20,18.23
1043,826,15.65
1037,815,13.83
1042,815,15.83
1020,822,20.49
1004,1,14.15
1059,8,3.43
1089,1,17.16
1045,839,17.64
1024,8,2.7
1079,846,5.97
1101,848,15.34
1098,822,24.44
1062,1,16.32
1019,154,13.48
1069,832,17.7
1052,815,16.15
1020,817,5.2
1017,848,17.21
1099,4,13.75
1043,825,16.3
1047,849,2.35
1027,807,15.44
999,822,16.63
1077,846,5.95
1023,1,15.01
1041,822,20.2
1083,1,15.21
1034,807,18.05
1060,822,16.7
1025,20,6.94
1053,815,12.16
1057,1,15.33
1098,832,16.25
1087,20,6.07
1039,842,13.62
1070,1,16.25
1092,815,16.48
1003,830,16.83
1056,1,15.32
1062,8,2.19
1086,825,17.7
1040,832,13.9
1006,1,15.3
1037,825,15.99
1102,839,15.4
1092,830,12.63
1091,1,14.41
1060,20,6.46
1012,1,13.73
1087,20,6.07
1071,841,25.4
1031,8,4.57
1095,830,12.59
1001,832,19.25
1045,20,6.76
1055,4,16.64
1012,20,10.13
1055,1,13.28
1002,840,15.57
1083,842,12.64
1017,154,13.48
1065,4,16.4
1032,8,2.29
1107,807,17.01
1076,1,15.03
1107,807,17.01
1010,832,23.57
1019,20,6.72
1077,20,5.9
1077,844,8.49
1028,8,2.74
1062,815,14.13
1005,825,16.79
1075,4,11.87
1021,815,13.39
1076,1,16.78
999,1,17.81
1029,20,7.08
1102,1,23.51
1001,20,6.84
1005,842,11.81
1039,848,13.05
1054,832,18.29
1033,825,12.5
1006,825,16.76
997,807,15.04
1041,815,12.66
1026,8,3.18
1042,840,16.27
1098,807,17.71
1022,8,2.25
1100,815,15.9
1011,20,6.05
1078,817,5.16
1109,822,21.38
1051,840,13.95
1084,839,17.09
1059,817,3.53
1017,844,9.27
1022,832,18.19
1014,8,6.28
1010,154,13.32
1046,830,15.61
1056,844,12.35
1089,825,16.32
1078,1,15.43
1108,847,16.6
1043,832,18.31
1074,1,15.44
1041,832,19.14
1059,815,16.6
1017,822,16.16
1047,815,13.7
1028,154,18.23
1067,817,5.44
1043,825,16.3
1030,8,5.44
1010,9,33.31
1051,846,7.27
1040,832,13.9
1033,847,21.93
1095,848,16.26
1030,842,12.48
1032,822,21.23
1028,815,13.65
1031,154,13.44
1108,846,6.95
1053,8,3.02
1021,847,20.09
1084,847,16.75
1007,4,15.74
1004,8,6.61
1028,815,13.65
1060,815,14.06
1063,842,7.61
1022,825,16.42
1021,807,16.73
1038,822,17.35
1057,830,14.36
1035,154,13.45
1054,1,13.74
1026,825,16.58
1084,822,42.33
1088,1,16.26
1025,847,19.16
1107,832,15.6
1042,822,16.59
1066,842,12.97
1060,841,26.98
1010,848,17.91
1019,8,2.54
1030,842,12.48
1039,832,17.25
999,832,17.04
1047,1,16.54
1026,840,15.76
1007,4,15.74
1002,4,16.31
1109,1,15.38
1066,4,15.87
1022,815,18.35
1000,828,7.81
1083,20,2.41
1010,8,7.2
1027,807,15.44
1073,1,15.58
1099,847,16.34
1026,20,6.28
1101,848,15.34
1094,830,13.11
1026,842,11.84
1098,822,24.44
1002,4,16.31
1052,4,16.41
1110,832,18.85
1064,1,15.96
1037,839,16.08
1099,825,16.86
1067,4,12.96
1032,8,2.29
1034,840,12.73
1077,4,16.49
1037,822,15.33
1022,8,3.65
1024,20,6.2
1018,8,2.25
1024,154,13.15
1000,20,10.35
1092,830,12.63
1085,839,19.96
1083,1,15.21
1052,830,16.36
997,844,16.0
1096,832,17.1
1084,847,16.75
1055,846,5.9
1001,807,17.57
1043,817,4.94
1053,1,15.31
1036,832,17.43
1016,832,21.57
1054,815,17.35
1053,844,9.34
1083,822,20.79
1000,817,4.37
1013,825,18.42
1065,852,25.28
1054,815,17.35
1025,8,3.72
1014,8,2.23
1045,826,16.22
1073,832,17.2
1028,8,5.56
1039,822,15.88
1086,20,5.63
1028,842,12.33
999,822,16.63
1065,839,19.28
1017,846,6.07
1047,822,16.7
1012,807,17.54
1007,822,18.38
1018,8,4.1
1070,832,17.51
1066,841,25.88
1105,4,17.03
1095,832,18.1
1001,20,6.84
1047,20,7.62
1003,8,4.3
1021,840,14.93
1104,4,12.22
1035,8,5.29
1073,844,10.81
1066,847,16.77
1037,830,13.55
1020,1,14.37
1059,4,17.13
1094,849,2.5
1041,8,3.49
1024,815,14.23
1078,844,9.32
1067,1,16.53
1074,855,16.03
1006,842,13.49
1107,822,22.64
1021,826,17.43
1000,822,17.63
1056,815,13.46
1064,822,17.69
1055,822,20.03
1042,815,15.83
1003,4,16.76
1055,830,15.84
1087,20,6.07
1063,8,3.69
1036,825,17.31
1082,844,13.58
1033,815,14.72
1063,8,4.34
1066,822,18.91
1030,842,12.48
1033,154,14.03
1028,8,2.74
1013,20,13.1
1040,840,16.19
1007,828,5.59
1105,1,15.45
1072,839,15.83
1007,154,12.99
1029,20,7.08
1055,8,2.9
1014,842,9.84
1063,832,19.34
1026,822,14.55
1079,817,6.5
1011,826,17.05
1033,822,20.35
1083,4,12.29
1002,840,15.47
1038,1,14.19
1091,849,2.77
1045,815,16.08
1037,817,4.75
1063,4,11.9
1096,832,17.1
1020,8,3.03
1022,822,16.21
1066,840,12.6
1091,822,20.62
1041,815,12.66
1031,842,12.07
1036,842,12.27
1026,154,11.98
1104,822,22.68
1063,8,3.69
1047,846,8.01
1038,815,12.89
1059,830,13.16
1002,8,8.17
1110,830,10.97
1030,844,9.34
1067,839,19.23
1079,849,2.21
1027,20,6.04
1019,846,6.08
1096,825,15.93
1047,842,11.58
1101,856,17.38
1085,817,4.95
1091,847,44.37
1069,832,17.7
1023,825,17.02
1058,4,15.9
1029,807,14.35
1051,839,18.09
1013,832,15.93
1023,830,19.41
1057,822,21.38
1100,840,12.8
1110,847,16.48
1085,830,11.32
1038,1,14.19
1024,154,13.15
1085,815,16.53
1092,817,6.04
1018,154,13.06
998,825,12.92
1107,842,12.25
1104,1,14.49
1031,825,17.72
1034,1,13.11
1043,846,5.86
1100,807,15.59
1071,1,15.73
1082,852,16.26
997,1,15.42
1052,815,16.15
1056,4,16.66
1060,840,15.86
1045,842,10.82
1031,826,17.46
1046,842,12.7
1041,807,16.61
1036,815,17.09
1021,847,20.09
1062,8,2.19
1058,4,15.34
1104,807,17.26
1060,1,14.99
1065,9,25.06
1057,844,9.41
1092,4,15.64
1027,830,17.27
1046,844,12.8
1047,20,5.22
1070,817,7.64
1032,842,11.21
1065,832,17.7
1024,807,14.71
1007,825,16.24
1094,20,7.19
1006,822,17.14
1037,822,15.33
1044,847,44.28
998,8,6.61
1074,840,13.99
1058,854,20.08
1059,20,5.93
1021,832,18.54
1062,822,19.79
1020,815,13.67
1037,8,2.82
1002,815,10.02
1012,8,2.47
1037,154,13.52
1084,4,16.32
1014,8,2.23
1021,20,4.8
1027,840,15.84
1012,842,7.24
1078,1,17.7
1012,815,12.2
1035,844,13.27
1042,825,16.39
1023,807,14.53
1005,838,5.68
1076,847,17.07
1031,825,17.72
1015,8,2.31
1022,1,14.84
1034,20,5.9
1027,825,16.23
1016,815,13.31
1014,842,9.84
1042,815,15.83
1063,822,21.98
999,4,16.45
1010,832,23.57
1089,20,7.01
1019,825,16.84
1014,154,13.64
1037,817,4.75
1076,1,15.03
1000,822,17.63
1098,839,17.06
1023,20,6.8
1066,822,18.91
1052,830,16.36
1038,841,26.75
1037,822,15.33
1062,20,6.47
1074,817,5.29
1096,1,19.79
1027,817,6.0
1056,8,3.15
1059,832,17.22
1093,1,15.98
1102,807,16.16
1036,815,17.09
1030,846,6.82
1021,815,13.39
1017,8,3.68
1066,20,15.73
1030,844,9.34
1001,832,19.25
1084,815,16.01
1017,1,12.98
1034,20,5.9
1040,830,16.47
1091,1,14.41
1055,841,29.56
1091,852,15.46
1078,832,15.29
1015,844,16.12
1008,817,5.6
1042,815,15.83
1013,1,15.03
1002,1,14.16
1067,4,12.96
1035,848,15.36
1064,815,13.92
1099,846,6.34
1100,839,19.61
1045,8,2.93
1110,842,12.09
1025,1,14.36
1078,842,11.31
1051,1,14.23
1110,4,14.81
1110,807,15.01
1047,20,7.0
1110,817,5.25
1109,807,17.01
1045,844,15.48
1038,844,15.72
1052,1,13.81
1039,8,4.73
1010,841,29.66
1019,20,6.72
1039,842,13.62
1099,846,6.34
1070,832,17.51
1039,8,4.94
1056,8,2.29
1015,815,12.55
1062,822,19.79
1072,4,19.82
1006,825,16.76
1045,846,5.84
1034,1,13.11
1077,830,12.73
1002,832,19.37
1056,844,12.35
1054,844,12.76
1022,846,5.85
1001,842,11.61
1058,849,2.08
1034,830,15.68
1095,822,20.38
1019,830,16.45
1040,840,16.19
1011,154,13.23
1061,817,5.04
1102,1,23.57
1032,832,17.61
1096,839,17.58
1091,1,14.41
1044,842,14.33
1080,840,13.46
1015,807,16.92
1037,8,2.82
1079,842,12.91
1019,815,14.23
1001,20,6.84
1075,830,11.17
1085,1,16.2
1026,822,14.55
1015,807,16.92
1060,830,13.85
1108,846,6.95
1053,830,12.9
1033,839,20.41
1096,4,15.56
1025,817,5.24
1086,822,21.4
1082,1,14.97
1087,20,6.07
1051,1,14.23
1011,847,21.23
1088,822,19.94
1081,849,2.26
1008,832,18.28
1019,840,15.31
1021,20,4.64
1082,830,12.9
1107,844,9.34
1026,832,17.64
1082,825,12.01
1098,807,17.71
1040,815,16.99
1079,20,6.88
1038,840,13.48
1089,825,16.32
1110,1,14.11
1051,822,20.96
1107,807,17.01
1005,154,17.04
1080,830,12.11
1013,8,3.89
1009,830,15.93
1051,854,18.35
1038,20,2.12
1081,815,16.12
1081,20,4.75
1001,8,2.79
1051,846,7.27
1109,855,12.5
1031,8,3.72
1032,832,17.61
1043,842,7.85
1106,807,15.63
1014,20,6.36
1004,815,14.3
1095,822,20.38
1044,154,13.72
1073,832,17.2
1074,847,18.18
1038,826,15.66
1060,4,16.87
1039,839,18.3
1030,825,16.23
1018,20,4.87
1099,822,26.02
1091,822,20.62
1081,817,5.23
1066,8,2.55
1019,847,19.8
1099,839,16.74
1031,154,13.44
1096,817,5.7
1083,1,15.21
1029,154,12.43
1051,8,2.74
1067,840,13.51
1078,839,21.75
1007,839,18.69
1040,20,6.91
1001,828,6.17
1057,822,21.38
1092,815,16.48
1010,822,17.67
1033,839,20.41
1096,846,6.83
1045,1,15.29
1110,815,15.42
1055,817,4.17
1098,815,16.21
1107,815,12.02
998,154,12.43
1038,848,14.91
1045,839,17.64
1067,4,12.96
1057,815,15.64
1024,20,6.2
1005,807,16.8
1057,8,3.02
1100,822,45.54
1046,8,5.14
1001,817,5.0
1051,4,12.51
999,20,7.61
1022,822,16.21
1108,815,14.01
1072,8,3.28
1063,4,13.46
1062,815,14.13
1003,844,15.52
1034,825,18.32
1101,830,12.19
1002,825,17.34
1067,846,5.7
1054,4,17.09
1033,840,12.68
1000,807,16.87
1027,830,17.27
1021,822,19.55
1009,8,3.48
1045,842,10.82
1073,8,8.3
1058,822,17.18
1110,817,5.25
1065,822,19.8
1020,815,13.67
1081,20,4.75
1009,1,15.66
1106,815,13.71
1020,1,14.37
1065,4,15.8
1098,4,17.11
1011,8,2.61
1084,849,2.36
1028,1,16.2
1005,839,18.8
1084,842,13.16
1052,1,14.43
1009,830,15.93
1062,817,4.95
1060,817,4.43
1093,839,35.1
1109,844,8.98
1066,8,2.55
1095,839,19.17
1041,847,23.41
1019,8,2.54
1003,825,16.09
1033,8,2.86
1065,20,9.14
1043,817,4.94
1046,844,12.8
1078,817,5.16
1024,815,14.23
1067,1,16.53
1016,20,5.54
1088,846,5.66
1110,4,14.81
1062,1,16.32
1022,807,16.15
1104,1,17.16
1069,8,2.39
1059,815,16.6
1076,842,11.91
1026,842,11.84
1074,825,12.52
1083,1,13.17
1101,825,14.73
1054,20,2.01
1027,8,5.85
1028,844,9.3
1056,847,22.46
1032,8,2.29
1082,815,13.89
1093,817,6.09
1030,8,8.51
1032,825,17.78
1035,1,15.0
